CustomerID,TotalRevenue,TotalOrders,AvgOrderValue,LifespanDays,FirstPurchase,LastPurchase
12612,704.0400000000001,1,704.0400000000001,0,2011-09-26,2011-09-26
12883,703.47,4,175.8675,64,2011-09-11,2011-11-15
18082,703.37,1,703.37,0,2011-11-14,2011-11-14
15103,703.36,2,351.68,55,2011-09-14,2011-11-08
15574,702.25,4,175.5625,194,2010-12-02,2011-06-15
16997,702.0,3,234.0,37,2011-01-18,2011-02-24
14198,701.4,4,175.35,221,2011-04-14,2011-11-21
14356,701.23,2,350.615,1,2011-09-19,2011-09-21
17321,700.86,2,350.43,59,2011-10-03,2011-12-01
13238,700.73,4,175.1825,343,2010-12-14,2011-11-22
17734,700.63,3,233.54333333333332,180,2011-04-20,2011-10-17
15800,699.08,2,349.54,139,2011-04-07,2011-08-24
13258,698.58,3,232.86,193,2011-05-18,2011-11-28
17423,698.41,2,349.205,171,2011-05-06,2011-10-24
17796,697.9,4,174.475,329,2010-12-05,2011-10-30
15053,697.79,3,232.59666666666666,277,2011-03-03,2011-12-05
14829,697.55,4,174.3875,343,2010-12-02,2011-11-10
13596,697.04,2,348.52,7,2011-11-27,2011-12-04
15700,696.68,2,348.34,1,2011-06-19,2011-06-20
17397,696.41,2,348.205,0,2011-11-17,2011-11-17
14009,695.61,2,347.805,7,2011-05-18,2011-05-25
14959,695.42,4,173.855,232,2011-02-16,2011-10-06
15304,694.4000000000001,8,86.80000000000001,307,2010-12-06,2011-10-10
12925,694.05,2,347.025,70,2011-09-26,2011-12-05
14643,693.8100000000001,2,346.90500000000003,187,2010-12-16,2011-06-22
12410,693.3299999999999,2,346.66499999999996,0,2011-02-04,2011-02-04
13601,693.32,2,346.66,166,2011-05-12,2011-10-25
14111,692.85,4,173.2125,227,2011-04-12,2011-11-25
17198,692.22,3,230.74,347,2010-12-03,2011-11-16
17733,692.19,2,346.095,222,2011-03-23,2011-11-01
13838,691.73,4,172.9325,364,2010-12-05,2011-12-04
16212,690.34,2,345.17,264,2011-03-01,2011-11-20
18085,689.95,2,344.975,43,2010-12-01,2011-01-13
13023,689.9,2,344.95,65,2011-08-02,2011-10-06
15181,689.4799999999999,3,229.82666666666663,203,2011-03-15,2011-10-04
18196,689.13,2,344.565,195,2011-02-22,2011-09-05
17502,689.1,4,172.275,19,2011-11-10,2011-11-30
13799,688.86,2,344.43,177,2011-02-18,2011-08-15
16642,688.33,2,344.165,202,2011-05-16,2011-12-05
12658,686.05,1,686.05,0,2011-11-21,2011-11-21
16122,684.4200000000001,4,171.10500000000002,293,2010-12-08,2011-09-27
16495,684.41,3,228.13666666666666,272,2011-03-08,2011-12-06
15669,684.34,4,171.085,223,2011-03-21,2011-10-30
12942,683.9,3,227.96666666666667,234,2010-12-09,2011-07-31
17874,683.46,6,113.91000000000001,70,2011-03-29,2011-06-07
14222,683.17,1,683.17,0,2011-06-15,2011-06-15
12838,683.13,2,341.565,340,2010-12-01,2011-11-06
15582,682.9100000000001,3,227.63666666666668,195,2011-05-03,2011-11-15
13548,682.41,2,341.205,147,2011-04-10,2011-09-04
18135,681.9100000000001,5,136.382,161,2011-06-02,2011-11-10
12478,680.99,1,680.99,0,2011-12-06,2011-12-06
13524,680.1800000000001,5,136.036,179,2011-05-04,2011-10-30
16872,680.02,3,226.67333333333332,107,2011-06-08,2011-09-23
15322,679.68,1,679.68,0,2011-09-15,2011-09-15
13430,679.45,2,339.725,67,2011-09-14,2011-11-21
14788,679.4399999999999,2,339.71999999999997,19,2011-11-13,2011-12-02
17994,678.49,4,169.6225,169,2011-02-22,2011-08-10
13925,678.25,4,169.5625,42,2011-07-28,2011-09-08
13607,678.01,1,678.01,0,2011-10-30,2011-10-30
13388,677.1,2,338.55,0,2011-07-31,2011-07-31
13040,676.99,2,338.495,24,2011-11-06,2011-12-01
16377,676.2,1,676.2,0,2011-03-17,2011-03-17
15626,675.8,2,337.9,254,2011-01-14,2011-09-26
17462,675.69,2,337.845,223,2011-02-28,2011-10-10
13325,675.3,1,675.3,0,2011-09-19,2011-09-19
16418,675.27,3,225.09,181,2011-04-27,2011-10-26
13355,674.7,1,674.7,0,2011-08-09,2011-08-09
13464,674.68,1,674.68,0,2011-10-12,2011-10-12
17749,674.52,2,337.26,78,2011-03-28,2011-06-14
13951,674.45,3,224.8166666666667,118,2011-02-18,2011-06-16
14504,673.26,4,168.315,231,2011-03-06,2011-10-23
18121,673.1,2,336.55,5,2011-07-08,2011-07-13
14628,671.96,2,335.98,151,2011-04-11,2011-09-09
17883,671.77,4,167.9425,242,2011-04-07,2011-12-06
12638,671.69,1,671.69,0,2011-11-06,2011-11-06
17299,669.11,4,167.2775,161,2011-06-19,2011-11-28
12418,668.58,1,668.58,0,2011-08-19,2011-08-19
14342,668.5600000000001,4,167.14000000000001,188,2011-05-13,2011-11-18
13741,668.4300000000001,3,222.81000000000003,145,2011-05-06,2011-09-29
16383,668.36,2,334.18,193,2011-03-16,2011-09-26
15031,668.14,4,167.035,277,2011-03-02,2011-12-05
18022,668.11,1,668.11,0,2011-11-04,2011-11-04
16268,667.65,2,333.825,0,2011-09-29,2011-09-29
15969,666.1,3,222.03333333333333,182,2011-06-07,2011-12-07
17777,665.86,3,221.95333333333335,75,2011-08-31,2011-11-15
17105,665.78,2,332.89,147,2011-02-06,2011-07-03
16056,664.85,1,664.85,0,2011-10-25,2011-10-25
13963,664.54,4,166.135,59,2010-12-07,2011-02-04
16208,664.26,2,332.13,244,2011-02-23,2011-10-26
15643,664.0,3,221.33333333333334,90,2011-03-02,2011-06-01
14720,663.81,3,221.26999999999998,120,2011-08-05,2011-12-04
13240,663.65,4,165.9125,269,2010-12-09,2011-09-04
16573,663.61,2,331.805,205,2011-02-22,2011-09-16
14451,662.59,2,331.295,134,2011-05-29,2011-10-10
16014,662.38,3,220.79333333333332,253,2011-02-21,2011-11-02
18218,662.08,2,331.04,70,2011-03-03,2011-05-12
16774,661.52,4,165.38,110,2011-06-14,2011-10-03
13028,661.3199999999999,2,330.65999999999997,22,2011-10-25,2011-11-17
14603,660.0,1,660.0,0,2011-03-10,2011-03-10
15492,659.4599999999999,2,329.72999999999996,46,2011-09-26,2011-11-11
13518,659.4399999999999,1,659.4399999999999,0,2011-09-15,2011-09-15
13759,659.4100000000001,2,329.70500000000004,37,2011-09-29,2011-11-06
16357,658.88,3,219.62666666666667,180,2011-05-10,2011-11-06
14150,658.64,2,329.32,324,2010-12-15,2011-11-04
17779,658.57,3,219.52333333333334,122,2011-07-19,2011-11-18
16696,657.9000000000001,4,164.47500000000002,112,2011-04-05,2011-07-27
14818,657.8,3,219.26666666666665,179,2011-03-31,2011-09-27
12577,657.8,3,219.26666666666665,323,2010-12-15,2011-11-04
15648,657.35,2,328.675,62,2011-03-17,2011-05-19
17459,657.3,2,328.65,16,2011-10-10,2011-10-27
15677,657.23,1,657.23,0,2011-10-21,2011-10-21
16157,656.69,3,218.89666666666668,56,2011-09-28,2011-11-24
13049,656.6800000000001,2,328.34000000000003,253,2011-01-25,2011-10-06
16708,656.63,1,656.63,0,2011-10-25,2011-10-25
16127,656.25,1,656.25,0,2011-10-31,2011-10-31
14894,655.75,1,655.75,0,2011-09-15,2011-09-15
16444,654.67,4,163.6675,218,2011-03-20,2011-10-24
14651,654.6,2,327.3,143,2011-05-12,2011-10-03
17398,653.38,3,217.79333333333332,140,2011-03-29,2011-08-17
18151,653.35,2,326.675,155,2011-02-23,2011-07-28
13496,653.33,2,326.665,349,2010-12-15,2011-11-29
15205,653.24,2,326.62,42,2011-08-04,2011-09-15
14044,652.82,4,163.205,283,2011-02-03,2011-11-13
14548,652.8,2,326.4,167,2011-01-26,2011-07-12
17523,652.74,4,163.185,7,2011-11-20,2011-11-28
14034,651.8199999999999,3,217.2733333333333,135,2011-07-05,2011-11-17
16734,650.51,3,216.83666666666667,61,2011-08-17,2011-10-18
15571,650.4300000000001,4,162.60750000000002,66,2011-09-22,2011-11-28
16469,650.43,4,162.6075,222,2011-04-07,2011-11-16
16969,650.41,3,216.8033333333333,152,2011-06-01,2011-10-31
17373,646.92,4,161.73,272,2011-01-31,2011-10-30
12589,646.68,2,323.34,115,2011-07-18,2011-11-11
15651,646.3,3,215.4333333333333,223,2011-03-24,2011-11-03
17545,645.96,3,215.32000000000002,0,2011-10-27,2011-10-27
14855,645.65,2,322.825,15,2011-07-28,2011-08-12
12719,644.95,2,322.475,59,2011-10-05,2011-12-04
17312,644.3,3,214.76666666666665,20,2011-07-03,2011-07-24
16431,642.81,3,214.26999999999998,84,2011-02-15,2011-05-10
14020,642.8,2,321.4,71,2011-09-12,2011-11-23
13034,642.77,2,321.385,314,2010-12-05,2011-10-16
15384,642.41,2,321.205,189,2010-12-15,2011-06-23
17046,642.02,1,642.02,0,2011-07-05,2011-07-05
15297,641.94,3,213.98000000000002,53,2011-10-07,2011-11-29
12365,641.38,2,320.69,0,2011-02-21,2011-02-21
12624,641.13,2,320.565,71,2011-06-15,2011-08-25
13417,640.83,2,320.415,200,2011-05-18,2011-12-05
13318,640.76,3,213.58666666666667,36,2011-11-02,2011-12-08
12631,640.5,1,640.5,0,2011-10-13,2011-10-13
14301,640.14,1,640.14,0,2011-08-14,2011-08-14
15919,639.89,2,319.945,349,2010-12-06,2011-11-20
17515,639.02,4,159.755,286,2011-01-25,2011-11-08
18160,638.0600000000001,2,319.03000000000003,143,2011-05-23,2011-10-13
14754,638.05,2,319.025,250,2011-02-17,2011-10-26
14664,637.89,2,318.945,13,2011-11-06,2011-11-20
14128,637.5,2,318.75,195,2011-03-29,2011-10-10
14481,636.51,2,318.255,122,2011-02-25,2011-06-28
15829,636.14,2,318.07,41,2011-07-22,2011-09-01
15773,635.6800000000001,1,635.6800000000001,0,2011-12-04,2011-12-04
14000,635.66,1,635.66,0,2011-05-12,2011-05-12
16139,635.41,3,211.8033333333333,187,2011-05-17,2011-11-21
17985,634.95,1,634.95,0,2011-11-17,2011-11-17
13892,632.97,4,158.2425,219,2011-04-07,2011-11-13
14220,632.4,2,316.2,110,2010-12-16,2011-04-06
16306,632.27,6,105.37833333333333,153,2010-12-07,2011-05-10
18183,632.07,2,316.035,47,2011-03-10,2011-04-26
13822,632.0,2,316.0,34,2011-10-30,2011-12-04
14021,631.9,3,210.63333333333333,101,2011-03-28,2011-07-07
15244,631.57,2,315.785,182,2011-04-05,2011-10-05
13539,631.34,3,210.4466666666667,223,2011-02-03,2011-09-15
17990,630.84,3,210.28,124,2010-12-13,2011-04-17
13046,629.31,2,314.655,235,2011-03-18,2011-11-09
13525,628.78,2,314.39,233,2011-04-05,2011-11-25
14687,628.38,1,628.38,0,2011-08-25,2011-08-25
16022,628.28,1,628.28,0,2011-03-24,2011-03-24
15028,627.13,4,156.7825,360,2010-12-06,2011-12-01
13546,626.99,3,208.99666666666667,188,2011-05-23,2011-11-27
15402,626.77,2,313.385,47,2011-05-27,2011-07-14
14036,626.65,1,626.65,0,2011-02-28,2011-02-28
13914,626.45,2,313.225,24,2011-11-03,2011-11-28
14382,626.0699999999999,1,626.0699999999999,0,2011-11-13,2011-11-13
16750,623.93,5,124.78599999999999,187,2011-04-21,2011-10-26
16718,623.75,1,623.75,0,2010-12-05,2010-12-05
12649,623.51,3,207.83666666666667,105,2011-05-11,2011-08-24
15147,623.5,1,623.5,0,2011-04-13,2011-04-13
13368,623.4,2,311.7,80,2011-01-06,2011-03-28
15258,623.16,2,311.58,48,2011-05-06,2011-06-24
17499,622.88,1,622.88,0,2011-02-23,2011-02-23
15182,622.85,2,311.425,114,2011-03-16,2011-07-08
17460,622.4300000000001,6,103.73833333333334,278,2010-12-01,2011-09-06
15768,621.8299999999999,3,207.27666666666664,110,2011-04-28,2011-08-16
18217,621.75,2,310.875,41,2011-09-30,2011-11-10
16915,621.6800000000001,6,103.61333333333334,274,2011-03-01,2011-11-30
17640,621.66,1,621.66,0,2011-09-14,2011-09-14
14152,621.29,2,310.645,158,2011-04-19,2011-09-25
13402,621.23,2,310.615,244,2010-12-02,2011-08-04
16141,620.4,1,620.4,0,2011-09-12,2011-09-12
12667,620.13,1,620.13,0,2011-10-12,2011-10-12
14529,620.04,3,206.67999999999998,50,2011-08-21,2011-10-10
13493,618.63,2,309.315,11,2011-02-25,2011-03-09
16613,618.59,1,618.59,0,2011-09-30,2011-09-30
13145,618.52,4,154.63,332,2010-12-02,2011-10-31
12596,618.27,2,309.135,190,2011-04-11,2011-10-19
16134,618.09,2,309.045,337,2010-12-15,2011-11-18
13301,618.09,4,154.5225,188,2011-02-20,2011-08-28
14593,617.99,3,205.99666666666667,177,2011-05-25,2011-11-18
14377,617.05,2,308.525,70,2011-03-22,2011-06-01
16442,616.79,3,205.59666666666666,359,2010-12-14,2011-12-08
16311,616.26,2,308.13,31,2011-10-21,2011-11-22
14905,616.15,2,308.075,76,2011-04-20,2011-07-05
16005,615.39,4,153.8475,258,2011-03-14,2011-11-27
15275,615.14,1,615.14,0,2011-11-02,2011-11-02
16566,614.66,5,122.93199999999999,277,2011-02-20,2011-11-24
16116,612.78,1,612.78,0,2011-05-12,2011-05-12
12513,612.29,1,612.29,0,2011-08-19,2011-08-19
18149,612.0799999999999,3,204.02666666666664,222,2011-03-11,2011-10-20
15232,612.06,2,306.03,27,2011-07-22,2011-08-18
15645,612.01,1,612.01,0,2011-11-21,2011-11-21
16109,611.88,2,305.94,89,2011-02-04,2011-05-05
16763,611.85,1,611.85,0,2011-05-25,2011-05-25
13731,610.59,2,305.295,27,2011-04-07,2011-05-04
12673,610.52,2,305.26,321,2011-01-17,2011-12-04
15795,610.01,1,610.01,0,2011-07-13,2011-07-13
13357,609.95,1,609.95,0,2011-03-27,2011-03-27
14636,609.85,2,304.925,232,2011-03-16,2011-11-03
13933,608.7900000000001,2,304.39500000000004,39,2011-07-14,2011-08-22
12933,607.53,3,202.51,259,2011-03-01,2011-11-15
15573,607.45,2,303.725,53,2011-09-15,2011-11-08
17119,606.91,2,303.455,56,2011-10-11,2011-12-06
14710,606.13,4,151.5325,45,2011-10-11,2011-11-25
17849,605.8000000000001,4,151.45000000000002,115,2011-01-10,2011-05-05
14133,605.64,3,201.88,186,2011-01-28,2011-08-02
13888,605.63,2,302.815,98,2011-05-05,2011-08-12
17507,605.58,2,302.79,47,2011-02-03,2011-03-23
13233,605.12,2,302.56,261,2011-01-07,2011-09-26
14323,605.0600000000001,2,302.53000000000003,123,2011-04-15,2011-08-17
13558,605.06,4,151.265,62,2011-10-02,2011-12-04
14675,604.75,1,604.75,0,2011-11-23,2011-11-23
17664,604.64,2,302.32,193,2011-05-11,2011-11-21
12944,604.51,2,302.255,319,2010-12-20,2011-11-04
16732,603.75,1,603.75,0,2011-11-08,2011-11-08
12556,603.71,2,301.855,100,2011-07-11,2011-10-20
12707,603.42,1,603.42,0,2011-02-21,2011-02-21
17259,603.37,2,301.685,220,2010-12-06,2011-07-14
15366,602.51,2,301.255,282,2010-12-16,2011-09-25
17890,602.09,2,301.045,38,2010-12-13,2011-01-21
12654,601.98,5,120.396,284,2011-02-17,2011-11-29
14609,601.56,4,150.39,224,2011-02-16,2011-09-28
16654,601.27,4,150.3175,227,2010-12-06,2011-07-21
12420,600.39,1,600.39,0,2011-10-07,2011-10-07
18211,600.07,5,120.01400000000001,252,2011-03-06,2011-11-14
13243,600.07,1,600.07,0,2011-05-20,2011-05-20
12872,599.97,2,299.985,38,2010-12-09,2011-01-17
12521,599.68,1,599.68,0,2011-07-20,2011-07-20
14965,599.0,2,299.5,0,2011-09-04,2011-09-04
17420,598.83,3,199.61,323,2010-12-01,2011-10-20
14467,598.76,4,149.69,295,2011-01-31,2011-11-22
15720,598.73,1,598.73,0,2011-11-15,2011-11-15
13311,598.57,2,299.285,145,2011-07-12,2011-12-05
13959,598.2,3,199.4,283,2010-12-12,2011-09-21
16298,598.2,3,199.4,164,2011-06-06,2011-11-17
14108,597.91,2,298.955,70,2011-08-30,2011-11-09
17864,597.5,3,199.16666666666666,262,2011-03-09,2011-11-27
16788,597.48,2,298.74,131,2011-03-30,2011-08-08
14645,597.09,2,298.545,118,2011-03-09,2011-07-06
15381,596.85,2,298.425,54,2011-03-16,2011-05-10
18246,596.1,2,298.05,209,2011-04-20,2011-11-16
17658,595.42,2,297.71,185,2011-05-12,2011-11-14
14284,595.25,2,297.625,55,2011-09-14,2011-11-09
16325,594.24,3,198.08,198,2011-04-08,2011-10-24
12917,594.0,1,594.0,0,2011-08-03,2011-08-03
15442,594.0,1,594.0,0,2011-04-05,2011-04-05
16535,593.75,1,593.75,0,2011-12-04,2011-12-04
18232,592.97,4,148.2425,115,2011-05-26,2011-09-19
16203,592.9,4,148.225,313,2010-12-02,2011-10-12
14692,591.55,4,147.8875,185,2011-01-21,2011-07-25
13276,590.9300000000001,2,295.46500000000003,36,2011-09-01,2011-10-07
13270,590.0,1,590.0,0,2010-12-08,2010-12-08
13452,590.0,2,295.0,11,2011-03-14,2011-03-25
14882,589.7,2,294.85,7,2011-11-06,2011-11-13
18123,589.4399999999999,2,294.71999999999997,7,2011-11-08,2011-11-15
16723,589.15,2,294.575,16,2011-08-24,2011-09-09
16838,588.85,2,294.425,90,2011-02-24,2011-05-26
14338,588.22,2,294.11,35,2011-05-27,2011-07-01
15624,588.13,4,147.0325,139,2011-03-28,2011-08-15
17351,587.15,3,195.71666666666667,237,2011-03-11,2011-11-03
17014,586.33,3,195.44333333333336,58,2011-10-04,2011-12-01
17360,585.79,3,195.26333333333332,166,2011-06-08,2011-11-22
12384,585.27,2,292.635,92,2011-08-10,2011-11-11
15222,585.0,1,585.0,0,2011-01-25,2011-01-25
16384,584.5,2,292.25,174,2011-03-21,2011-09-11
16072,584.3199999999999,1,584.3199999999999,0,2011-02-24,2011-02-24
14023,584.07,2,292.035,242,2011-04-03,2011-12-02
13557,584.06,2,292.03,252,2011-03-04,2011-11-11
15762,583.75,2,291.875,12,2011-09-23,2011-10-05
12426,582.73,1,582.73,0,2011-05-29,2011-05-29
13427,582.6,3,194.20000000000002,195,2011-05-08,2011-11-20
17970,582.59,1,582.59,0,2011-05-12,2011-05-12
12695,582.1,4,145.525,203,2011-05-13,2011-12-02
18095,580.0500000000001,2,290.02500000000003,20,2011-01-11,2011-01-31
16906,579.77,4,144.9425,166,2011-04-05,2011-09-19
17142,579.0,1,579.0,0,2011-04-14,2011-04-14
13292,578.9399999999999,2,289.46999999999997,245,2011-02-28,2011-11-01
17540,578.9,2,289.45,291,2011-01-27,2011-11-15
12601,577.0600000000001,5,115.412,142,2011-01-11,2011-06-03
14176,576.9000000000001,4,144.22500000000002,70,2010-12-07,2011-02-15
16916,576.26,2,288.13,348,2010-12-02,2011-11-16
15830,576.0,1,576.0,0,2011-11-02,2011-11-02
15550,575.63,4,143.9075,297,2011-02-11,2011-12-05
16345,575.41,1,575.41,0,2011-10-26,2011-10-26
13487,575.4,3,191.79999999999998,295,2010-12-21,2011-10-13
14167,574.84,4,143.71,291,2011-01-12,2011-10-31
14400,574.7,1,574.7,0,2011-07-13,2011-07-13
12784,574.42,2,287.21,6,2011-11-24,2011-11-30
15339,574.07,2,287.035,251,2011-01-25,2011-10-04
15303,574.02,1,574.02,0,2011-02-22,2011-02-22
12879,573.22,3,191.07333333333335,47,2011-09-09,2011-10-26
15415,572.8100000000001,1,572.8100000000001,0,2011-01-30,2011-01-30
13379,572.56,3,190.85333333333332,110,2011-07-26,2011-11-13
13405,572.451,3,190.817,243,2011-01-26,2011-09-26
12816,572.2,2,286.1,80,2011-06-16,2011-09-05
13816,571.6700000000001,2,285.83500000000004,40,2011-10-06,2011-11-16
17616,571.1999999999999,3,190.39999999999998,194,2010-12-07,2011-06-19
15821,570.96,2,285.48,17,2011-10-09,2011-10-26
15315,570.5,2,285.25,51,2011-08-15,2011-10-06
14592,570.46,3,190.15333333333334,28,2011-10-06,2011-11-04
16667,570.13,2,285.065,216,2011-02-28,2011-10-02
13939,568.55,3,189.51666666666665,288,2011-02-01,2011-11-16
13321,567.36,2,283.68,14,2011-09-14,2011-09-28
17897,566.6,3,188.86666666666667,200,2010-12-01,2011-06-20
18150,566.58,3,188.86,169,2011-05-22,2011-11-07
16278,566.38,1,566.38,0,2011-08-31,2011-08-31
13894,564.62,3,188.20666666666668,286,2011-02-02,2011-11-16
15344,563.94,3,187.98000000000002,73,2011-09-26,2011-12-09
16933,563.23,2,281.615,237,2011-04-14,2011-12-08
14753,563.15,1,563.15,0,2011-09-13,2011-09-13
17265,562.9,2,281.45,41,2011-06-12,2011-07-24
12414,562.41,3,187.47,93,2011-02-02,2011-05-06
12559,561.71,2,280.855,8,2011-01-24,2011-02-02
13946,561.5699999999999,3,187.18999999999997,188,2011-03-17,2011-09-21
15655,560.67,1,560.67,0,2011-04-10,2011-04-10
13044,560.47,1,560.47,0,2011-02-21,2011-02-21
14273,559.97,4,139.9925,190,2011-04-11,2011-10-19
16275,559.87,1,559.87,0,2011-05-27,2011-05-27
18043,559.51,3,186.50333333333333,342,2010-12-08,2011-11-15
14177,559.41,4,139.8525,93,2011-06-13,2011-09-14
12866,559.12,1,559.12,0,2011-03-01,2011-03-01
17503,558.96,2,279.48,35,2011-11-01,2011-12-07
12987,558.7,2,279.35,124,2011-05-26,2011-09-27
13800,558.32,1,558.32,0,2011-02-03,2011-02-03
13260,557.62,1,557.62,0,2011-10-09,2011-10-09
17955,557.3,4,139.325,20,2011-05-04,2011-05-25
17295,556.95,3,185.65,35,2011-10-06,2011-11-11
16385,555.89,3,185.29666666666665,306,2010-12-08,2011-10-10
14805,554.65,4,138.6625,298,2011-01-30,2011-11-24
14891,554.38,2,277.19,39,2011-06-05,2011-07-14
14618,553.44,3,184.48000000000002,328,2011-01-06,2011-11-30
15068,553.36,2,276.68,210,2011-03-28,2011-10-24
12363,552.0,2,276.0,132,2011-04-11,2011-08-22
17674,551.04,2,275.52,294,2010-12-06,2011-09-26
17291,550.8000000000001,1,550.8000000000001,0,2011-02-04,2011-02-04
17235,550.06,2,275.03,347,2010-12-02,2011-11-14
12390,549.84,1,549.84,0,2011-09-21,2011-09-21
16340,549.07,1,549.07,0,2011-08-24,2011-08-24
16536,548.97,1,548.97,0,2011-08-21,2011-08-21
16031,548.94,2,274.47,154,2011-04-06,2011-09-08
14474,547.66,1,547.66,0,2011-10-24,2011-10-24
16811,547.07,2,273.535,12,2011-11-22,2011-12-05
17637,547.0600000000001,2,273.53000000000003,83,2011-08-16,2011-11-08
16211,547.02,1,547.02,0,2011-09-12,2011-09-12
17520,546.81,1,546.81,0,2011-10-17,2011-10-17
12743,546.43,2,273.215,0,2011-07-28,2011-07-28
14997,546.1999999999999,3,182.06666666666663,131,2011-06-14,2011-10-24
17806,546.04,1,546.04,0,2011-11-28,2011-11-28
12793,545.48,2,272.74,36,2010-12-03,2011-01-09
16475,544.3,4,136.075,185,2011-03-11,2011-09-12
13617,544.18,3,181.39333333333332,140,2011-06-12,2011-10-30
13390,544.08,1,544.08,0,2011-09-26,2011-09-26
16927,543.05,3,181.01666666666665,245,2010-12-13,2011-08-16
13278,542.73,1,542.73,0,2011-10-30,2011-10-30
16230,542.03,2,271.015,30,2011-05-03,2011-06-03
17447,541.53,2,270.765,31,2011-09-29,2011-10-30
17557,541.46,3,180.48666666666668,66,2011-09-19,2011-11-25
13874,540.45,1,540.45,0,2010-12-16,2010-12-16
13812,539.0,3,179.66666666666666,63,2011-08-26,2011-10-28
14496,538.8100000000001,2,269.40500000000003,61,2010-12-01,2011-02-01
15452,538.73,3,179.57666666666668,234,2011-03-20,2011-11-10
15469,538.55,2,269.275,69,2011-08-11,2011-10-20
15539,538.46,1,538.46,0,2011-12-02,2011-12-02
17062,538.37,4,134.5925,55,2010-12-05,2011-01-30
17345,537.74,4,134.435,181,2011-05-27,2011-11-24
14539,537.48,2,268.74,28,2011-10-26,2011-11-24
16206,537.0600000000001,4,134.26500000000001,272,2011-01-16,2011-10-16
15043,537.0,1,537.0,0,2011-11-08,2011-11-08
16804,536.99,3,178.99666666666667,247,2011-03-14,2011-11-16
16233,536.6800000000001,3,178.89333333333335,295,2010-12-08,2011-09-29
15535,536.4,4,134.1,154,2011-01-16,2011-06-19
16142,535.34,1,535.34,0,2011-04-04,2011-04-04
12988,535.32,1,535.32,0,2011-02-20,2011-02-20
13000,534.85,3,178.28333333333333,258,2010-12-10,2011-08-25
13385,534.57,1,534.57,0,2011-01-14,2011-01-14
17443,534.24,1,534.24,0,2011-05-04,2011-05-04
13434,534.24,2,267.12,22,2011-09-04,2011-09-26
13217,533.98,3,177.99333333333334,34,2011-07-06,2011-08-09
15433,533.3,2,266.65,53,2011-03-17,2011-05-10
15756,532.96,4,133.24,187,2011-04-04,2011-10-09
15825,532.94,1,532.94,0,2011-06-20,2011-06-20
16706,531.35,3,177.11666666666667,76,2011-08-17,2011-11-02
14265,530.18,2,265.09,39,2011-07-14,2011-08-22
18159,530.15,1,530.15,0,2011-02-11,2011-02-11
14002,529.73,2,264.865,22,2011-07-06,2011-07-28
14463,529.62,3,176.54,107,2011-05-18,2011-09-02
16185,529.41,2,264.705,215,2011-04-21,2011-11-23
17631,528.33,3,176.11,230,2011-04-21,2011-12-08
16602,528.08,1,528.08,0,2011-11-03,2011-11-03
12479,527.2,1,527.2,0,2011-11-28,2011-11-28
17623,527.0500000000001,1,527.0500000000001,0,2011-11-07,2011-11-07
18252,526.67,2,263.335,121,2011-06-21,2011-10-20
16892,525.54,5,105.10799999999999,182,2011-06-09,2011-12-08
17290,525.24,2,262.62,12,2011-11-23,2011-12-06
17429,524.9200000000001,3,174.97333333333336,90,2011-05-05,2011-08-03
15467,524.88,3,174.96,142,2011-07-10,2011-11-30
15891,524.52,1,524.52,0,2011-04-27,2011-04-27
13721,524.14,1,524.14,0,2011-11-03,2011-11-03
17329,523.11,2,261.555,300,2011-01-28,2011-11-25
18017,523.0,3,174.33333333333334,229,2011-02-02,2011-09-19
17712,522.91,1,522.91,0,2011-10-26,2011-10-26
14871,522.38,4,130.595,357,2010-12-14,2011-12-06
12863,521.2,1,521.2,0,2011-10-18,2011-10-18
15149,520.8000000000001,1,520.8000000000001,0,2011-07-29,2011-07-29
14873,519.68,1,519.68,0,2011-05-13,2011-05-13
12571,519.61,2,259.805,81,2011-08-10,2011-10-31
13643,519.44,3,173.14666666666668,154,2011-06-07,2011-11-08
16955,518.67,4,129.6675,188,2010-12-01,2011-06-08
16650,518.42,1,518.42,0,2011-09-29,2011-09-29
15030,518.28,2,259.14,196,2011-03-16,2011-09-29
16135,517.55,1,517.55,0,2011-03-22,2011-03-22
17454,517.53,4,129.3825,167,2010-12-15,2011-05-31
18205,517.36,2,258.68,38,2011-09-26,2011-11-03
13043,516.42,1,516.42,0,2011-03-11,2011-03-11
15882,516.36,4,129.09,169,2010-12-06,2011-05-25
15809,515.77,5,103.154,266,2011-02-10,2011-11-03
12811,514.85,3,171.61666666666667,23,2011-02-28,2011-03-24
15246,514.15,2,257.075,120,2010-12-16,2011-04-15
13005,513.7,2,256.85,72,2011-04-07,2011-06-19
17513,513.2,1,513.2,0,2011-09-28,2011-09-28
17805,512.31,1,512.31,0,2011-09-27,2011-09-27
17480,511.82,1,511.82,0,2011-09-23,2011-09-23
12582,511.36,2,255.68,49,2011-02-24,2011-04-15
14851,511.35,2,255.675,232,2011-03-28,2011-11-16
16561,511.12,2,255.56,54,2011-10-11,2011-12-04
15406,510.71000000000004,2,255.35500000000002,269,2011-02-11,2011-11-08
12904,509.58,2,254.79,154,2011-06-20,2011-11-21
12436,509.01,1,509.01,0,2011-09-01,2011-09-01
16898,508.81,3,169.60333333333332,342,2010-12-06,2011-11-13
15417,508.8,1,508.8,0,2011-09-15,2011-09-15
17391,508.8,2,254.4,0,2011-06-28,2011-06-29
